n,Rare trajectory?,Return,Time,Positions
501,False,-6.551726641300065,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, -1, 0, -1, -2, -3, -2, -1, 0, -1, -2, -1, 0, 1, 2, 3, 2, 1, 2)"
502,False,-8.190416066156576,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, 1, 2, 3, 2, 3, 2, 1, 0, -1, -2, -1, -2, -1, -2, -3, -2, -3, -2)"
503,True,-1.9352823374199541,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, 1, 2, 3, 2, 3, 2, 1, 0, 1, 0, -1, -2, -3, -2, -1, -2, -1, 0)"
504,True,-3.536332405553623,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, 1, 2, 1, 2, 3, 2, 3, 4, 3, 2, 1, 0, 1, 0, -1, -2, -1, 0, -1, 0)"
505,False,-5.356257225623371,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, 1, 2, 3, 2, 3, 4, 3, 2, 1, 0, -1, -2, -1, -2, -1, -2, -1, 0, 1, 2)"
506,True,-3.5620901893527552,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, 1, 0, -1, -2, -1, 0, -1, -2, -1, 0, -1, -2, -1, -2, -1, 0, 1, 0)"
507,True,-2.288380651590435,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, 1, 2, 3, 2, 3, 2, 1, 2, 1, 0, 1, 0, 1, 0, -1, -2, -1, 0)"
508,True,-1.7226557842555543,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, 1, 2, 3, 2, 3, 2, 1, 2, 3, 2, 1, 0, -1, 0, -1, 0, -1, 0)"
509,True,-4.122379864768632,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, 1, 2, 1, 0, -1, 0, -1, 0, 1, 0, -1, 0, -1, 0, -1, -2, -1, 0, -1, 0)"
510,True,-4.729829747973856,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, -1, 0, -1, -2, -1, 0, 1, 0, -1, -2, -1, -2, -1, -2, -1, -2, -1, 0)"
511,True,-4.515058527712544,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, 1, 2, 1, 0, -1, -2, -3, -2, -1, 0, -1, 0, 1, 2, 1, 2, 1, 0, -1, 0)"
512,False,-31.435120975194604,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, 1, 0, 1, 0, -1, 0, -1, -2, -1, 0, -1, -2, -1, 0, 1, 2, 3, 4, 5, 6)"
513,False,-6.025092133401402,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, -2, -1, -2, -3, -4, -5, -4, -3, -2, -1, 0, 1, 0, 1, 2, 1, 2, 3, 2)"
514,True,-1.8596660264799576,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, 1, 2, 1, 0, 1, 0, 1, 2, 1, 2, 1, 0, 1, 2, 1, 2, 1, 2, 1, 0)"
515,False,-3.2437422390368247,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, 1, 2, 1, 0, 1, 0, -1, -2, -1, 0, 1, 0, -1, 0, 1, 0, -1, -2, -3, -2)"
516,True,-1.9759762533870677,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, -2, -3, -2, -3, -2, -1, 0, -1, 0, -1, 0, -1, 0, 1, 2, 1, 0, 1, 0)"
517,True,-2.1870667829817743,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, -1, 0, 1, 2, 3, 4, 3, 2, 1, 0, 1, 0, -1, -2, -1, 0, 1, 0)"
518,True,-4.796301758694243,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, 1, 0, 1, 0, -1, 0, -1, 0, -1, -2, -1, -2, -1, -2, -1, 0, -1, 0)"
519,False,-16.625721372698123,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, 1, 2, 3, 2, 3, 2, 3, 2, 1, 2, 1, 0, 1, 2, 3, 4, 3, 4)"
520,False,-6.160439404558314,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, 1, 2, 1, 2, 3, 2, 3, 4, 5, 4, 3, 4, 3, 2, 1, 2, 3, 2, 3, 2)"
521,True,-3.6626791844737627,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, -2, -1, -2, -1, 0, -1, -2, -1, 0, -1, -2, -1, -2, -1, 0, -1, 0, -1, 0)"
522,True,-2.274259226486877,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, -2, -1, 0, -1, 0, 1, 2, 1, 2, 1, 0, 1, 2, 1, 2, 1, 2, 1, 0)"
523,True,-1.410262106577832,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, 1, 2, 3, 2, 1, 2, 1, 2, 3, 4, 3, 2, 1, 2, 1, 2, 1, 0)"
524,True,-1.9851308826106604,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, -2, -1, -2, -3, -2, -1, 0, 1, 0, 1, 0, 1, 0, 1, 2, 1, 2, 1, 0)"
525,True,-1.8571892966223622,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, -1, -2, -1, -2, -3, -2, -1, -2, -1, 0, -1, -2, -1, -2, -1, -2, -1, 0)"
526,False,-3.8929881801503625,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, 1, 0, 1, 2, 1, 0, -1, 0, -1, 0, 1, 2, 1, 2, 3, 2, 1, 2)"
527,False,-7.736336613552452,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, 1, 0, -1, -2, -3, -2, -1, 0, -1, -2, -1, -2, -1, -2, -1, 0, 1, 2)"
528,True,-3.646190082217813,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, -2, -1, 0, -1, -2, -1, -2, -3, -2, -1, 0, -1, 0, 1, 2, 1, 0, -1, 0)"
529,True,-2.341485193229592,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, 1, 2, 3, 2, 1, 0, 1, 0, -1, -2, -1, 0, 1, 0, -1, 0, -1, 0)"
530,True,-1.5043384196657472,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, 1, 2, 1, 2, 3, 2, 3, 2, 3, 2, 1, 2, 3, 2, 3, 2, 1, 0, 1, 0)"
531,True,-0.4092718050069426,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, 1, 2, 1, 2, 3, 4, 5, 4, 3, 4, 5, 4, 3, 4, 3, 2, 1, 2, 1, 0)"
532,True,-2.778389661429375,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, -2, -1, -2, -1, -2, -1, -2, -3, -2, -1, -2, -3, -2, -1, 0, -1, 0, -1, 0)"
533,False,-5.970523423570251,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, -2, -1, 0, -1, 0, -1, 0, -1, 0, -1, -2, -1, 0, -1, -2, -3, -2, -3, -2)"
534,True,-4.362520986233813,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, -2, -1, 0, 1, 2, 3, 2, 1, 0, -1, 0, -1, -2, -1, 0, -1, 0, -1, 0)"
535,False,-5.9712639194078045,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, -2, -1, 0, -1, -2, -1, 0, 1, 0, 1, 2, 1, 0, 1, 2, 1, 2, 3, 2)"
536,True,-1.8406933216275778,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, -2, -1, 0, -1, 0, 1, 0, 1, 0, 1, 0, -1, -2, -3, -2, -1, 0, -1, 0)"
537,True,-4.381090187248892,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, -2, -1, -2, -1, -2, -1, 0, -1, 0, -1, -2, -3, -2, -1, -2, -1, 0, -1, 0)"
538,False,-2.921940025447476,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, -2, -1, 0, -1, 0, 1, 0, -1, -2, -1, 0, 1, 0, -1, 0, -1, 0, -1, -2)"
539,True,-2.999905714760745,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, -2, -1, -2, -3, -2, -1, 0, 1, 0, -1, 0, -1, 0, 1, 2, 1, 0, 1, 0)"
540,True,-2.495325374355259,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, -2, -1, -2, -3, -4, -3, -2, -1, -2, -1, -2, -3, -2, -1, -2, -1, 0, -1, 0)"
541,False,-4.755406651107579,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, 1, 2, 1, 2, 3, 2, 1, 0, 1, 0, -1, -2, -1, -2, -1, 0, -1, -2)"
542,True,-2.2278138687381093,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, -2, -3, -2, -1, 0, -1, 0, 1, 2, 1, 0, -1, -2, -1, 0, -1, 0, -1, 0)"
543,False,-4.078864234463797,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, -2, -3, -2, -3, -2, -1, -2, -1, 0, -1, 0, 1, 0, -1, -2, -1, 0, -1, -2)"
544,False,-6.231623017908403,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, -2, -1, -2, -1, -2, -1, -2, -1, 0, -1, -2, -3, -2, -1, -2, -1, 0, 1, 2)"
545,True,1.5362078205194596,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, -1, -2, -3, -2, -1, 0, -1, -2, -1, -2, -3, -2, -3, -2, -1, -2, -1, 0)"
546,True,-3.054518293386587,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, -1, -2, -1, 0, 1, 0, -1, 0, -1, 0, -1, -2, -1, -2, -1, 0, 1, 0)"
547,True,-1.4816681719008329,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, 1, 2, 3, 4, 3, 4, 3, 2, 1, 0, 1, 0, 1, 0, 1, 2, 1, 0, -1, 0)"
548,True,-3.8811183000836813,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, -2, -3, -2, -1, -2, -1, 0, 1, 2, 3, 4, 3, 2, 1, 2, 1, 0, -1, 0)"
549,True,-3.019077847607648,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, -2, -1, -2, -3, -4, -5, -4, -3, -4, -3, -2, -1, 0, 1, 2, 1, 2, 1, 0)"
550,True,-5.085282224773838,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, 1, 2, 3, 4, 3, 2, 3, 2, 1, 0, -1, -2, -1, 0, 1, 2, 3, 2, 1, 0)"
551,False,-4.648083552017055,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, -1, 0, -1, -2, -1, 0, -1, -2, -1, -2, -1, 0, -1, 0, -1, -2, -3, -2)"
552,True,-1.6010506541558995,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, 1, 2, 1, 0, -1, -2, -3, -2, -3, -2, -1, -2, -3, -2, -3, -2, -1, 0, -1, 0)"
553,True,-2.4405840756369934,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, -2, -1, -2, -1, 0, 1, 2, 1, 0, 1, 2, 1, 2, 1, 2, 1, 0, -1, 0)"
554,False,-16.277989492464084,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, 1, 2, 1, 0, -1, -2, -1, 0, 1, 0, 1, 2, 1, 2, 3, 2, 3, 2, 3, 4)"
555,True,-2.9484566519319384,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, -2, -3, -2, -1, -2, -1, 0, -1, 0, -1, -2, -1, -2, -1, 0, -1, -2, -1, 0)"
556,True,-1.7286949492885515,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, 1, 2, 1, 2, 3, 4, 5, 4, 3, 2, 1, 2, 1, 2, 1, 0, -1, 0, 1, 0)"
557,True,-3.211120308159198,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, -2, -3, -2, -1, -2, -1, -2, -1, 0, -1, 0, 1, 0, -1, -2, -1, 0, 1, 0)"
558,False,-5.066934126775592,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, 1, 2, 1, 0, -1, -2, -1, -2, -1, -2, -1, 0, 1, 2, 1, 2, 1, 0, 1, 2)"
559,True,-2.1652954804158835,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, -2, -3, -2, -1, 0, 1, 0, 1, 0, -1, 0, -1, 0, -1, -2, -1, -2, -1, 0)"
560,False,-4.990824493184556,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, -2, -1, 0, 1, 2, 3, 2, 3, 2, 1, 2, 1, 0, 1, 2, 1, 0, 1, 2)"
561,False,-4.6159532265437475,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, -2, -1, -2, -1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 2, 1, 2, 3, 2)"
562,True,-2.8173682433244327,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, 1, 0, 1, 0, 1, 0, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 0)"
563,True,-3.1345872724713817,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, -2, -1, -2, -3, -2, -1, 0, 1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0)"
564,False,-4.414408675814012,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, -1, 0, 1, 0, -1, -2, -1, 0, -1, 0, 1, 2, 3, 2, 1, 2, 3, 2)"
565,False,-5.6443615620728975,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, 1, 0, -1, -2, -3, -2, -1, -2, -1, -2, -1, 0, -1, -2, -3, -2, -3, -2)"
566,False,-7.3297110109260935,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, 1, 2, 3, 2, 3, 2, 3, 2, 1, 0, -1, -2, -1, 0, -1, -2, -3, -2, -3, -2)"
567,True,-2.8183635534653155,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, -1, -2, -1, -2, -1, 0, 1, 2, 1, 2, 1, 0, 1, 2, 1, 2, 1, 0)"
568,True,-0.1053305606078273,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, 1, 0, -1, 0, -1, -2, -1, -2, -1, 0, 1, 2, 3, 2, 1, 2, 1, 0, -1, 0)"
569,True,-3.684680688933678,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, 1, 0, 1, 2, 3, 2, 3, 2, 1, 0, 1, 0, -1, -2, -1, 0, -1, 0)"
570,True,-4.279915404391738,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, 1, 2, 1, 0, 1, 2, 3, 2, 1, 0, -1, 0, -1, -2, -1, -2, -1, 0, 1, 0)"
571,False,-4.845521180471578,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, -1, -2, -1, -2, -1, 0, 1, 0, 1, 0, -1, -2, -3, -4, -5, -4, -3, -2)"
572,True,-5.635522420751061,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, 1, 0, -1, -2, -1, 0, -1, 0, -1, 0, -1, -2, -1, -2, -1, 0, -1, 0)"
573,True,-3.165275018848301,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, 1, 2, 3, 2, 3, 2, 1, 2, 1, 0, -1, -2, -1, 0, -1, -2, -1, 0)"
574,False,-5.840808476968755,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, -2, -1, 0, -1, -2, -1, -2, -1, 0, -1, 0, 1, 2, 3, 2, 1, 2, 1, 2)"
575,False,-6.9105466982884325,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, 1, 2, 1, 0, -1, 0, -1, 0, 1, 0, -1, -2, -1, -2, -1, -2, -1, 0, 1, 2)"
576,True,-1.9697011729663347,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, 1, 2, 1, 0, -1, -2, -1, 0, -1, 0, 1, 2, 3, 2, 1, 0, -1, 0, -1, 0)"
577,True,-2.8424777133809456,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, 1, 2, 1, 0, -1, 0, -1, 0, 1, 0, 1, 0, 1, 0, 1, 2, 1, 0, -1, 0)"
578,True,-3.160342414250115,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, -2, -1, -2, -1, 0, -1, -2, -1, 0, -1, -2, -1, -2, -1, -2, -1, -2, -1, 0)"
579,True,-3.4864455175320863,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, -2, -1, 0, -1, 0, 1, 2, 1, 0, -1, -2, -1, 0, 1, 2, 3, 2, 1, 0)"
580,True,-0.21166623211021485,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, -2, -1, -2, -3, -2, -3, -2, -1, 0, 1, 2, 1, 0, -1, 0, -1, -2, -1, 0)"
581,True,-2.4958049526966213,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, 1, 0, 1, 0, 1, 2, 1, 0, -1, 0, -1, -2, -1, 0, -1, -2, -1, 0)"
582,True,-1.8888015691829945,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, -2, -1, 0, -1, 0, 1, 0, 1, 2, 1, 0, 1, 0, -1, -2, -3, -2, -1, 0)"
583,True,-2.8186478135856845,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, 1, 2, 3, 2, 1, 0, 1, 2, 1, 0, -1, -2, -1, -2, -1, -2, -1, 0, 1, 0)"
584,True,-4.929360579083447,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, -1, -2, -3, -4, -5, -4, -3, -2, -1, -2, -1, -2, -1, -2, -1, 0, -1, 0)"
585,True,-2.5501157037321236,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, 1, 0, 1, 2, 3, 4, 5, 4, 3, 4, 3, 2, 3, 2, 3, 2, 1, 0)"
586,True,-5.051738241510366,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, 1, 0, -1, 0, -1, 0, -1, 0, -1, -2, -1, -2, -1, -2, -1, 0, -1, 0)"
587,True,-5.450688049414676,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, -2, -1, 0, -1, -2, -1, 0, 1, 0, -1, -2, -1, 0, 1, 2, 1, 0, -1, 0)"
588,True,-3.968836387516585,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, -2, -1, -2, -3, -4, -3, -2, -1, 0, -1, 0, 1, 0, -1, -2, -1, 0, -1, 0)"
589,True,-0.307384094761351,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, 1, 2, 1, 0, -1, -2, -3, -2, -1, -2, -3, -4, -3, -4, -3, -2, -1, 0, -1, 0)"
590,False,-6.079403055099621,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, 1, 0, -1, -2, -1, -2, -3, -4, -3, -2, -1, -2, -1, -2, -1, 0, 1, 2)"
591,True,-3.200767478331959,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, -2, -1, 0, -1, -2, -1, 0, -1, 0, -1, -2, -1, -2, -3, -2, -1, 0, 1, 0)"
592,True,-3.5997563855718764,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, -2, -1, 0, 1, 0, 1, 0, 1, 0, -1, -2, -1, -2, -1, -2, -3, -2, -1, 0)"
593,True,-0.2504821209487139,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, -2, -1, 0, 1, 0, 1, 0, -1, 0, 1, 2, 3, 2, 3, 2, 3, 2, 1, 0)"
594,True,-3.4520185819513065,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, 1, 2, 1, 0, 1, 0, -1, 0, -1, 0, -1, 0, 1, 2, 1, 2, 1, 0, -1, 0)"
595,True,-4.9625123825412025,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, 1, 2, 1, 0, -1, -2, -3, -2, -1, 0, -1, 0, -1, -2, -1, -2, -1, 0, -1, 0)"
596,True,-0.8330948542685299,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, -2, -1, -2, -3, -2, -3, -4, -3, -2, -3, -4, -3, -2, -1, -2, -1, 0, -1, 0)"
597,True,-4.505988392086658,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, -2, -1, 0, -1, -2, -1, 0, 1, 0, -1, 0, -1, 0, 1, 2, 1, 2, 1, 0)"
