n,Rare trajectory?,Return,Time,Positions
252,False,-4.3479867610544485,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, -2, -3, -2, -1, -2, -1, -2, -1, 0, -1, -2, -1, 0, -1, -2, -3, -2, -1, -2)"
253,True,-3.252820464474068,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, -2, -1, -2, -1, 0, -1, 0, -1, 0, -1, -2, -1, 0, -1, -2, -1, 0, 1, 0)"
254,True,-3.3656593854859533,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, 1, 0, -1, -2, -3, -2, -1, 0, -1, -2, -1, -2, -3, -2, -1, 0, 1, 0)"
255,True,-5.321608782569442,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, -2, -1, -2, -1, -2, -1, -2, -1, 0, -1, -2, -1, -2, -1, -2, -1, 0, -1, 0)"
256,True,-4.799236185695648,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, -2, -1, -2, -1, 0, 1, 0, 1, 0, -1, -2, -1, -2, -1, -2, -1, 0, -1, 0)"
257,True,-1.9842299023843575,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, -2, -3, -2, -3, -4, -5, -4, -3, -2, -1, 0, -1, -2, -1, 0, 1, 0, -1, 0)"
258,True,-1.6645683084516834,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, -2, -3, -2, -1, -2, -3, -2, -3, -4, -3, -4, -3, -2, -1, 0, -1, 0, -1, 0)"
259,True,-5.096188408527725,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, 1, 0, -1, -2, -1, -2, -1, 0, -1, 0, -1, 0, -1, -2, -1, 0, -1, 0)"
260,True,-4.915797133671235,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, -1, 0, -1, -2, -1, 0, -1, 0, -1, -2, -1, 0, -1, -2, -1, 0, -1, 0)"
261,True,-2.7096954638381283,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, 1, 2, 1, 0, -1, -2, -1, -2, -1, 0, -1, 0, 1, 2, 1, 0, -1, -2, -1, 0)"
262,True,-4.51586307816423,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, -2, -1, 0, -1, 0, -1, 0, 1, 0, -1, -2, -1, -2, -1, 0, -1, 0, -1, 0)"
263,True,-1.6651803502888711,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, -2, -1, -2, -3, -4, -3, -2, -1, 0, 1, 0, 1, 0, -1, -2, -3, -2, -1, 0)"
264,True,-0.9430691188348475,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, 1, 2, 3, 2, 3, 2, 3, 4, 5, 4, 3, 2, 1, 2, 1, 0, -1, 0, -1, 0)"
265,False,-4.196718232146336,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, 1, 0, 1, 2, 1, 2, 1, 0, -1, 0, -1, -2, -1, -2, -1, 0, 1, 2)"
266,True,-1.8883612000411145,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, -2, -3, -2, -1, -2, -3, -4, -3, -2, -1, 0, 1, 0, -1, -2, -1, 0, -1, 0)"
267,False,-2.5912571676316905,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, -1, -2, -1, -2, -1, -2, -1, 0, 1, 2, 3, 4, 3, 2, 1, 2, 3, 2)"
268,True,-1.858045023881083,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, 1, 2, 3, 2, 3, 2, 3, 2, 1, 2, 1, 0, -1, -2, -1, 0, 1, 2, 1, 0)"
269,True,-4.253254735875613,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, -2, -3, -2, -3, -4, -5, -4, -3, -2, -1, 0, -1, -2, -1, -2, -1, 0, -1, 0)"
270,True,-3.2338073016395485,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, -1, 0, 1, 0, 1, 2, 1, 0, -1, 0, -1, 0, -1, -2, -1, 0, -1, 0)"
271,True,-3.0732872616020686,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, -1, 0, 1, 2, 3, 2, 1, 0, -1, -2, -1, 0, 1, 0, -1, 0, 1, 0)"
272,False,-18.72231333677197,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, 1, 0, -1, -2, -1, 0, 1, 0, -1, 0, 1, 2, 1, 2, 3, 2, 3, 4)"
273,True,-3.1555290047965436,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, -2, -1, 0, 1, 0, -1, 0, -1, 0, -1, 0, 1, 2, 1, 2, 3, 2, 1, 0)"
274,True,0.3083990649621394,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, 1, 0, -1, -2, -1, 0, 1, 0, -1, 0, -1, -2, -1, -2, -1, 0, -1, -2, -1, 0)"
275,True,-4.16242254006788,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, -2, -3, -2, -1, -2, -1, 0, 1, 0, -1, 0, -1, 0, 1, 2, 1, 0, -1, 0)"
276,True,-6.007360332950556,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, 1, 0, -1, -2, -1, -2, -1, 0, -1, -2, -1, -2, -1, -2, -1, 0, -1, 0)"
277,True,-3.2881643516697587,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, 1, 2, 3, 2, 3, 2, 1, 0, -1, 0, 1, 0, 1, 0, -1, -2, -1, 0)"
278,True,-0.3362669934584457,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, 1, 0, 1, 0, -1, 0, 1, 0, 1, 2, 1, 0, 1, 0, -1, 0, -1, 0, -1, 0)"
279,True,-3.138642925547857,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, 1, 2, 3, 4, 5, 4, 3, 4, 3, 4, 3, 2, 3, 2, 1, 0, -1, 0)"
280,False,-3.1915564973384862,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, 1, 2, 1, 0, 1, 0, -1, -2, -1, -2, -3, -2, -1, 0, -1, -2, -1, -2, -3, -2)"
281,True,-3.4121135421362236,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, -1, 0, -1, -2, -1, 0, 1, 0, -1, 0, -1, 0, 1, 0, -1, 0, 1, 0)"
282,True,-3.5228211293583596,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, 1, 2, 1, 0, -1, -2, -1, -2, -1, -2, -1, -2, -1, 0, -1, -2, -1, 0, -1, 0)"
283,True,-5.102631516084003,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, 1, 0, -1, -2, -1, 0, 1, 0, 1, 0, -1, -2, -1, -2, -1, 0, -1, 0)"
284,False,-5.733439122495033,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, -1, -2, -1, 0, -1, 0, 1, 0, -1, -2, -1, 0, 1, 2, 1, 0, 1, 2)"
285,True,1.009078658790419,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, 1, 0, 1, 0, 1, 0, 1, 2, 1, 0, 1, 2, 1, 2, 1, 0, -1, 0, 1, 0)"
286,False,-7.291046822763941,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, 1, 0, -1, -2, -1, -2, -1, 0, -1, -2, -1, 0, 1, 2, 1, 2, 3, 2)"
287,False,-5.165460137200712,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, -1, -2, -1, -2, -1, -2, -1, 0, -1, -2, -3, -2, -1, -2, -3, -4, -3, -2)"
288,True,-4.84133542439654,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, 1, 2, 3, 2, 3, 2, 1, 0, -1, 0, -1, 0, 1, 2, 3, 2, 1, 0)"
289,False,-5.519966983307231,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, -2, -1, -2, -1, 0, 1, 2, 1, 0, -1, -2, -1, -2, -1, 0, -1, 0, 1, 2)"
290,True,-1.7571077973351086,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, -2, -1, 0, 1, 2, 3, 2, 1, 0, 1, 0, -1, -2, -1, 0, 1, 0, -1, 0)"
291,True,-2.694183984764988,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, -1, 0, -1, -2, -1, 0, 1, 0, 1, 0, -1, 0, -1, -2, -3, -2, -1, 0)"
292,True,-3.485351002438151,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, 1, 0, 1, 2, 3, 2, 1, 0, -1, 0, -1, -2, -3, -2, -1, 0, -1, 0)"
293,True,-4.305805537635084,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, 1, 0, -1, 0, 1, 0, 1, 0, -1, -2, -1, -2, -1, -2, -1, -2, -1, 0)"
294,True,-0.37003653792599994,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, -1, -2, -1, 0, -1, -2, -1, 0, 1, 2, 3, 2, 3, 2, 1, 0, -1, 0)"
295,False,-14.921202756825863,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, 1, 2, 1, 0, -1, -2, -1, 0, 1, 2, 3, 4, 5, 4, 5, 6, 5, 4, 3, 4)"
296,True,-4.025645513128235,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, -2, -1, 0, -1, -2, -1, 0, -1, 0, -1, 0, -1, 0, 1, 2, 1, 2, 1, 0)"
297,True,-3.955897759986328,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, -2, -1, 0, -1, 0, 1, 0, 1, 0, -1, -2, -1, 0, -1, 0, -1, 0, -1, 0)"
298,False,-17.58255991625277,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, -2, -1, 0, -1, -2, -1, 0, 1, 0, -1, 0, -1, 0, 1, 2, 3, 4, 3, 4)"
299,True,-5.776492685622955,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, -2, -1, 0, -1, -2, -1, 0, 1, 0, -1, 0, -1, -2, -1, -2, -1, 0, -1, 0)"
300,True,-0.26445951102600784,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, -1, -2, -3, -4, -3, -2, -3, -4, -5, -4, -3, -2, -1, 0, -1, -2, -1, 0)"
301,True,-2.28048369942323,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, -2, -1, 0, 1, 0, -1, -2, -1, -2, -1, -2, -1, -2, -1, 0, -1, 0, -1, 0)"
302,False,-3.351760801530204,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, -2, -3, -2, -1, -2, -1, -2, -3, -4, -3, -2, -1, 0, 1, 0, -1, 0, 1, 2)"
303,True,-2.94995313672199,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, 1, 2, 1, 0, -1, -2, -3, -2, -3, -2, -1, 0, -1, 0, -1, -2, -1, 0, 1, 0)"
304,True,-1.276333375488421,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, -2, -1, -2, -3, -4, -5, -4, -3, -4, -5, -4, -3, -2, -1, 0, 1, 0, -1, 0)"
305,False,-6.037178704688932,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, 1, 2, 1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, -2, -1, -2, -1, -2, -3, -2)"
306,True,-0.2876936375666489,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, 1, 2, 1, 2, 1, 0, -1, 0, -1, 0, 1, 2, 1, 2, 1, 0, 1, 0)"
307,True,-2.948573383202081,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, 1, 0, -1, -2, -1, 0, 1, 0, 1, 2, 3, 2, 1, 0, -1, 0, -1, 0)"
308,True,-2.0512385335341214,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, -2, -3, -2, -1, -2, -1, 0, 1, 2, 1, 2, 3, 2, 1, 2, 3, 2, 1, 0)"
309,True,-3.2801608015631385,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, 1, 2, 3, 2, 3, 2, 3, 2, 1, 0, 1, 2, 3, 2, 1, 2, 1, 0, -1, 0)"
310,False,-4.667878389248781,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, -2, -3, -4, -3, -2, -1, 0, 1, 0, -1, 0, 1, 0, 1, 2, 3, 2, 1, 2)"
311,True,0.2041340637801174,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, -2, -1, 0, -1, 0, 1, 0, -1, 0, 1, 2, 1, 0, -1, 0, 1, 0, 1, 0)"
312,True,-2.4443468007598654,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, -2, -1, 0, 1, 0, 1, 0, 1, 2, 1, 0, 1, 2, 1, 2, 1, 0, 1, 0)"
313,True,-4.795864463523721,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, -2, -1, 0, -1, -2, -3, -2, -1, 0, -1, -2, -1, 0, 1, 2, 1, 0, -1, 0)"
314,True,-3.81738719080357,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, 1, 2, 1, 0, -1, -2, -1, -2, -3, -4, -5, -6, -5, -4, -3, -2, -1, 0, -1, 0)"
315,True,-2.162331517273099,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, 1, 0, 1, 0, 1, 2, 1, 2, 1, 0, -1, 0, -1, 0, -1, 0, -1, 0)"
316,True,-2.1356732353377237,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, -2, -1, -2, -3, -2, -1, 0, 1, 2, 1, 2, 1, 0, -1, -2, -1, 0, 1, 0)"
317,True,-3.6583042655549267,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, -2, -1, -2, -3, -4, -3, -2, -1, 0, -1, -2, -1, -2, -1, 0, -1, 0, 1, 0)"
318,True,-4.4514439486410575,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, 1, 0, -1, 0, -1, 0, -1, 0, -1, -2, -1, -2, -1, -2, -1, 0, 1, 0)"
319,True,-3.904719055325588,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, -2, -1, -2, -3, -4, -5, -4, -3, -2, -1, -2, -1, -2, -1, -2, -3, -2, -1, 0)"
320,True,-1.0413913195723916,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, -1, 0, 1, 0, 1, 2, 1, 0, 1, 0, -1, 0, -1, -2, -1, -2, -1, 0)"
321,False,-15.832258633090404,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, -2, -1, 0, -1, -2, -3, -2, -1, 0, -1, 0, -1, 0, 1, 2, 3, 4, 5, 4)"
322,False,-5.930631970893005,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, -2, -1, 0, -1, -2, -1, -2, -3, -2, -1, 0, 1, 2, 1, 2, 1, 2, 3, 2)"
323,False,-6.261787627032878,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, -1, -2, -1, -2, -1, 0, 1, 0, -1, 0, 1, 0, 1, 2, 1, 0, 1, 2)"
324,True,-4.9491485972974925,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, 1, 2, 3, 2, 3, 2, 3, 2, 1, 0, -1, 0, -1, 0, 1, 2, 1, 0, -1, 0)"
325,True,-0.6450971375093303,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, -1, -2, -3, -2, -1, -2, -1, 0, 1, 0, -1, -2, -3, -2, -1, 0, -1, 0)"
326,False,-3.6032724095778716,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, 1, 2, 1, 0, -1, 0, -1, -2, -1, 0, 1, 2, 1, 0, -1, -2, -3, -4, -3, -2)"
327,True,-2.8852888000789956,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, -1, 0, -1, -2, -3, -2, -1, 0, -1, -2, -1, 0, -1, 0, -1, -2, -1, 0)"
328,False,-3.8802112893690874,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, 1, 2, 1, 0, -1, 0, 1, 2, 1, 0, 1, 2, 1, 0, -1, -2, -1, 0, -1, -2)"
329,True,-0.7713474923429631,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, 1, 2, 1, 2, 1, 0, 1, 2, 1, 0, -1, 0, -1, 0, 1, 0, -1, 0, 1, 0)"
330,True,-4.430890792187052,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, 1, 0, 1, 0, -1, 0, 1, 0, -1, 0, 1, 2, 1, 2, 1, 0, -1, 0)"
331,True,-0.15961106700030092,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, 1, 2, 1, 0, 1, 2, 3, 2, 1, 2, 3, 4, 5, 6, 5, 4, 3, 2, 1, 0)"
332,True,-1.4954811607137972,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, 1, 0, 1, 0, 1, 0, -1, 0, 1, 2, 1, 2, 1, 0, -1, 0, 1, 0)"
333,True,-0.9782450460313374,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, -2, -3, -2, -1, 0, -1, 0, 1, 2, 1, 2, 1, 2, 3, 2, 1, 2, 1, 0)"
334,False,-5.603983026652909,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, 1, 0, -1, 0, -1, 0, 1, 0, 1, 0, 1, 2, 1, 2, 1, 2, 1, 2)"
335,False,-5.079973017171849,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, -2, -1, 0, -1, -2, -1, -2, -3, -2, -3, -4, -3, -2, -1, -2, -3, -2, -3, -2)"
336,True,-1.9352996804040012,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, 1, 2, 1, 0, -1, 0, -1, -2, -3, -2, -1, -2, -1, 0, -1, -2, -1, -2, -1, 0)"
337,True,-3.009976720882566,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, -2, -1, 0, -1, 0, 1, 0, 1, 0, 1, 0, -1, 0, 1, 2, 1, 0, -1, 0)"
338,True,-1.7733043648809177,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, -1, 0, -1, -2, -1, -2, -1, -2, -3, -2, -1, 0, 1, 2, 3, 2, 1, 0)"
339,True,-3.918085844081772,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, 1, 0, -1, 0, 1, 0, 1, 0, -1, 0, 1, 0, -1, -2, -1, 0, 1, 0)"
340,True,-3.4874319508467746,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, -2, -1, 0, -1, 0, 1, 0, -1, 0, -1, 0, 1, 0, 1, 2, 1, 0, -1, 0)"
341,True,-3.311852866155144,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, -1, 0, -1, -2, -1, -2, -1, 0, -1, 0, -1, 0, -1, -2, -1, -2, -1, 0)"
342,False,-3.810205383175349,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, 1, 2, 3, 4, 5, 6, 5, 4, 3, 2, 1, 0, -1, -2, -1, 0, 1, 0, 1, 2)"
343,True,-3.4024492083213476,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, 1, 2, 3, 4, 5, 6, 5, 4, 3, 2, 1, 2, 1, 0, 1, 2, 1, 0, -1, 0)"
344,False,-15.093380182864932,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, 1, 2, 3, 4, 3, 4, 3, 2, 3, 4, 3, 4, 3, 2, 1, 2, 1, 2, 3, 4)"
345,True,-3.240116957331245,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, 1, 2, 3, 2, 3, 2, 1, 0, 1, 2, 1, 0, -1, -2, -1, -2, -1, 0)"
346,True,-4.64125175116994,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, 1, 2, 3, 2, 3, 2, 1, 0, -1, 0, 1, 0, 1, 2, 1, 0, 1, 0)"
347,True,-2.052897139304461,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, -1, 0, -1, -2, -1, 0, 1, 0, 1, 2, 1, 0, -1, 0, -1, -2, -1, 0)"
348,True,0.7379904461336908,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, 1, 2, 1, 2, 1, 0, -1, -2, -1, 0, -1, -2, -1, -2, -1, 0, 1, 0)"
